timestamp,throttle_cmd,steering_cmd,servo1_raw,servo2_raw,servo3_raw,servo4_raw,servo5_raw,servo6_raw,servo7_raw,servo8_raw
2025-10-01 12:38:44,0.0,0.0,1100,1500
2025-10-01 12:38:44,0.0,0.0,1100,1100,999,1100,999,999,0,0
2025-10-01 12:38:44,0.0,0.0,1100,1500
2025-10-01 12:38:44,0.0,0.0,1100,1100,999,1100,999,999,0,0
2025-10-01 12:38:44,0.0,0.0,1100,1500
2025-10-01 12:38:44,0.0,0.0,1100,1100,999,1100,999,999,0,0
2025-10-01 12:38:44,0.0,0.0,1100,1500
2025-10-01 12:38:44,0.0,0.0,1100,1100,999,1100,999,999,0,0
2025-10-01 12:38:44,0.0,0.0,1100,1500
2025-10-01 12:38:44,0.0,0.0,1100,1100,999,1100,999,999,0,0
2025-10-01 12:38:44,0.0,0.0,1100,1500
2025-10-01 12:38:44,0.0,0.0,1100,1100,999,1100,999,999,0,0
2025-10-01 12:38:45,0.0,0.0,1100,1500
2025-10-01 12:38:45,0.0,0.0,1100,1100,999,1100,999,999,0,0
2025-10-01 12:38:45,0.0,0.0,1100,1500
2025-10-01 12:38:45,0.0,0.0,1100,1100,999,1100,999,999,0,0
2025-10-01 12:38:45,0.0,0.0,1100,1500
2025-10-01 12:38:45,0.0,0.0,1100,1100,999,1100,999,999,0,0
2025-10-01 12:38:45,0.0,0.0,1100,1500
2025-10-01 12:38:45,0.0,0.0,1100,1100,999,1100,999,999,0,0
2025-10-01 12:38:45,0.0,0.5,1100,1700
2025-10-01 12:38:45,0.0,0.5,1100,1100,999,1100,999,999,0,0
2025-10-01 12:38:45,0.0,0.5,1100,1700
2025-10-01 12:38:45,0.0,0.5,1100,1100,999,1100,999,999,0,0
2025-10-01 12:38:45,0.0,0.5,1100,1700
2025-10-01 12:38:45,0.0,0.5,1100,1100,999,1100,999,999,0,0
2025-10-01 12:38:45,0.5,0.0,1500,1500
2025-10-01 12:38:45,0.5,0.0,1100,1100,999,1100,999,999,0,0
2025-10-01 12:38:45,0.0,0.5,1100,1700
2025-10-01 12:38:45,0.0,0.5,1100,1100,999,1100,999,999,0,0
2025-10-01 12:38:45,0.5,0.0,1500,1500
2025-10-01 12:38:45,0.5,0.0,1100,1100,999,1100,999,999,0,0
